heldout_task,model,sharing,requested_pairs,adaptation_pairs,adaptation_recorded_episodes,macro_log_loss,macro_brier,macro_auc,state_weighted_log_loss,episode_weighted_log_loss,tasks,states
partial_reinforcement,latent_commitment,hierarchical,8,8,16,0.500673491904961,0.171645371527652,0.75,0.5006734919049607,0.5427836413215666,1,20
partial_reinforcement,latent_commitment,hierarchical,16,16,32,0.539153587819622,0.175766249035539,0.875,0.5391535878196222,0.6022591520918898,1,20
partial_reinforcement,latent_commitment,hierarchical,32,22,44,0.59461113427448,0.201664602345411,0.75,0.59461113427448,0.6616094580717556,1,20
partial_reinforcement,flexible_linear,fully_shared,0,0,0,0.972595001586601,0.359081602745418,0.625,0.9725950015866008,1.1342843789046453,1,20
partial_reinforcement,flexible_linear,fully_shared,1,1,2,0.737411665239168,0.244405781243554,0.6666666666666667,0.7374116652391681,0.679283825164299,1,20
partial_reinforcement,flexible_linear,fully_shared,4,4,8,0.624496646472706,0.219018776439494,0.6666666666666666,0.6244966464727062,0.6859408943196242,1,20
partial_reinforcement,flexible_linear,fully_shared,8,8,16,0.684166540231253,0.245102542868704,0.6250000000000001,0.6841665402312531,0.7050023777023763,1,20
partial_reinforcement,flexible_linear,fully_shared,16,16,32,0.635937929536511,0.222973886655374,0.625,0.6359379295365108,0.7060375891732867,1,20
partial_reinforcement,flexible_linear,fully_shared,32,22,44,0.626928646689978,0.21742508509826,0.6666666666666667,0.6269286466899783,0.7019481474133245,1,20
partial_reinforcement,flexible_linear,hierarchical,0,0,0,0.592682442892779,0.201465589629391,0.8333333333333334,0.5926824428927795,0.6133197177451303,1,20
partial_reinforcement,flexible_linear,hierarchical,1,1,2,1.799328154527786,0.38979692643208,0.75,1.799328154527786,1.5003938988395598,1,20
partial_reinforcement,flexible_linear,hierarchical,4,4,8,0.659462231799603,0.223431561271298,0.9166666666666667,0.6594622317996034,0.6571077438178753,1,20
partial_reinforcement,flexible_linear,hierarchical,8,8,16,0.700031887922037,0.239760709206326,0.75,0.7000318879220365,0.7324134496774533,1,20
partial_reinforcement,flexible_linear,hierarchical,16,16,32,0.559033121972103,0.190480667731851,0.9166666666666667,0.5590331219721029,0.6722283935473606,1,20
